customer_id,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,support_calls,avg_call_duration,data_usage_gb,login_frequency,churned
CUST_002046,48,4,94.48,363.79,Month-to-month,Mailed check,Fiber optic,2,3.3,7.92,15,1
CUST_002047,35,26,84.78,2236.98,Month-to-month,Bank transfer,Fiber optic,3,8.8,8.79,10,1
CUST_002048,34,45,57.88,2632.87,Month-to-month,Bank transfer,No,3,6.7,39.25,13,0
CUST_002049,31,7,35.55,292.78,Month-to-month,Bank transfer,DSL,2,0.9,52.38,15,0
CUST_002050,36,16,75.82,1215.11,Month-to-month,Electronic check,DSL,3,6.0,14.8,19,1
CUST_002051,44,72,92.77,6633.74,One year,Electronic check,Fiber optic,4,4.8,9.91,11,1
CUST_002052,24,9,83.88,731.79,One year,Credit card,DSL,1,12.0,33.22,10,0
CUST_002053,27,21,92.11,1951.49,Month-to-month,Mailed check,No,3,5.6,27.59,12,0
CUST_002054,31,2,59.7,210.33,Month-to-month,Credit card,Fiber optic,3,5.2,18.61,16,1
CUST_002055,18,22,53.33,1149.16,Two year,Electronic check,DSL,1,10.2,121.04,17,0
CUST_002056,25,2,46.58,133.39,Month-to-month,Credit card,No,4,8.8,24.72,9,0
CUST_002057,29,72,63.6,4562.98,Month-to-month,Bank transfer,DSL,1,38.5,6.19,10,0
CUST_002058,45,30,63.04,1896.58,One year,Credit card,Fiber optic,1,3.5,29.38,12,0
CUST_002059,38,37,70.17,2671.95,One year,Mailed check,No,3,9.3,9.74,11,0
CUST_002060,37,29,61.77,1829.47,One year,Credit card,No,1,1.5,16.31,11,0
CUST_002061,45,21,61.66,1232.78,One year,Bank transfer,DSL,0,13.1,41.59,24,0
CUST_002062,33,14,45.58,609.53,Month-to-month,Bank transfer,DSL,1,12.3,45.75,16,0
CUST_002063,39,46,88.54,4135.67,Month-to-month,Electronic check,DSL,2,10.4,1.01,15,1
CUST_002064,33,72,66.91,4824.83,Month-to-month,Bank transfer,Fiber optic,4,1.0,10.93,11,1
CUST_002065,38,16,60.64,912.78,One year,Credit card,Fiber optic,0,35.1,11.64,17,0
CUST_002066,28,64,46.31,2923.17,Two year,Electronic check,DSL,1,22.9,19.24,19,0
CUST_002067,18,21,31.7,700.92,Month-to-month,Bank transfer,Fiber optic,3,3.7,8.01,15,0
CUST_002068,33,18,97.7,1808.3,Month-to-month,Electronic check,Fiber optic,3,6.9,14.5,12,1
CUST_002069,52,14,78.87,1105.02,Month-to-month,Credit card,Fiber optic,0,17.6,17.85,15,1
CUST_002070,46,5,24.4,245.78,Month-to-month,Credit card,DSL,0,5.5,3.61,17,1
CUST_002071,46,1,84.08,125.29,Month-to-month,Mailed check,No,1,7.3,16.3,12,1
CUST_002072,49,6,88.06,516.2,One year,Electronic check,DSL,7,7.4,51.21,13,1
CUST_002073,36,17,68.11,1117.07,Two year,Bank transfer,Fiber optic,3,8.4,5.62,16,0
CUST_002074,37,11,104.95,1105.74,Month-to-month,Electronic check,DSL,3,6.9,22.42,22,0
CUST_002075,27,14,70.42,1002.62,Month-to-month,Mailed check,Fiber optic,4,4.2,21.16,18,1
CUST_002076,31,72,29.58,2105.28,Month-to-month,Electronic check,Fiber optic,4,6.2,3.2,12,0
CUST_002077,42,10,74.13,824.98,Month-to-month,Mailed check,Fiber optic,3,16.4,13.78,18,1
CUST_002078,49,14,71.12,1069.03,Month-to-month,Electronic check,Fiber optic,0,16.0,17.99,16,0
CUST_002079,33,3,49.92,181.41,One year,Electronic check,DSL,3,11.8,68.59,19,0
CUST_002080,29,1,79.34,79.34,Month-to-month,Electronic check,Fiber optic,1,4.3,13.65,13,1
CUST_002081,35,35,23.31,782.18,Two year,Bank transfer,Fiber optic,3,12.3,28.67,23,0
CUST_002082,42,20,89.76,1858.07,One year,Bank transfer,DSL,1,3.9,9.72,12,0
CUST_002083,18,34,43.05,1435.44,One year,Electronic check,No,3,8.7,26.62,18,0
CUST_002084,18,3,40.38,177.24,Month-to-month,Bank transfer,No,0,6.7,47.33,21,1
CUST_002085,28,20,62.15,1266.82,One year,Credit card,No,1,2.9,3.76,16,0
CUST_002086,20,7,75.82,533.36,Month-to-month,Electronic check,Fiber optic,0,4.8,22.72,11,0
CUST_002087,28,6,69.1,379.45,Month-to-month,Credit card,DSL,7,14.2,33.71,17,1
CUST_002088,33,1,46.43,46.43,Month-to-month,Bank transfer,Fiber optic,1,19.5,17.31,10,0
CUST_002089,29,3,52.35,166.53,Two year,Electronic check,Fiber optic,3,1.8,25.18,19,0
CUST_002090,52,8,36.67,345.02,Month-to-month,Mailed check,DSL,3,4.9,42.16,17,0
CUST_002091,38,2,59.38,74.48,Month-to-month,Bank transfer,Fiber optic,5,4.5,5.06,23,1
CUST_002092,38,72,91.88,6601.9,Month-to-month,Bank transfer,DSL,0,5.4,29.25,5,1
CUST_002093,42,8,64.89,521.39,Month-to-month,Electronic check,DSL,2,30.0,65.16,19,0
CUST_002094,21,3,86.49,292.59,Month-to-month,Credit card,DSL,1,5.9,12.95,7,1
CUST_002095,47,5,101.39,461.5,Month-to-month,Bank transfer,No,2,14.2,10.57,22,1
CUST_002096,34,21,50.3,990.46,One year,Mailed check,Fiber optic,3,8.7,10.54,15,0
CUST_002097,43,1,60.34,94.03,Month-to-month,Electronic check,DSL,2,0.9,26.8,11,0
CUST_002098,22,47,119.28,5530.25,One year,Electronic check,Fiber optic,3,9.5,82.65,17,0
CUST_002099,18,72,101.11,7344.07,One year,Mailed check,DSL,1,8.3,159.32,14,0
CUST_002100,44,6,23.19,131.34,Month-to-month,Mailed check,Fiber optic,2,11.4,96.5,13,0
CUST_002101,39,14,74.68,968.13,One year,Credit card,No,3,0.6,14.21,11,0
CUST_002102,24,1,65.01,65.01,One year,Bank transfer,Fiber optic,3,2.2,8.5,15,0
CUST_002103,24,24,85.66,2074.83,One year,Electronic check,Fiber optic,0,11.7,4.3,22,0
CUST_002104,48,12,46.38,529.87,One year,Bank transfer,Fiber optic,2,3.7,31.38,16,0
CUST_002105,20,7,44.01,309.07,One year,Electronic check,Fiber optic,1,19.3,379.14,7,0
CUST_002106,54,5,48.1,277.5,Month-to-month,Mailed check,Fiber optic,3,5.8,24.69,15,1
CUST_002107,24,25,50.7,1257.44,One year,Credit card,Fiber optic,1,0.0,28.29,19,0
CUST_002108,42,12,85.38,977.74,Month-to-month,Mailed check,Fiber optic,1,9.6,19.24,19,1
CUST_002109,31,4,35.47,126.93,One year,Credit card,No,2,5.8,35.03,15,0
CUST_002110,42,28,49.43,1454.91,Month-to-month,Credit card,Fiber optic,1,3.1,10.78,9,0
CUST_002111,28,19,20.27,469.47,Two year,Bank transfer,Fiber optic,2,0.2,27.79,16,0
CUST_002112,33,46,90.18,4047.19,Month-to-month,Electronic check,Fiber optic,2,1.8,14.89,16,0
CUST_002113,35,2,96.78,248.1,One year,Mailed check,DSL,2,1.4,32.37,14,1
CUST_002114,22,36,56.82,2058.14,One year,Electronic check,Fiber optic,2,7.0,19.84,19,0
CUST_002115,43,26,57.55,1542.53,Two year,Bank transfer,Fiber optic,2,11.7,33.76,12,0
CUST_002116,28,2,76.33,125.14,One year,Credit card,Fiber optic,2,2.1,8.07,14,1
CUST_002117,32,28,101.86,2763.72,Month-to-month,Bank transfer,Fiber optic,0,9.6,59.73,19,0
CUST_002118,23,13,75.22,1007.02,Two year,Credit card,DSL,0,18.4,53.11,13,0
CUST_002119,18,69,47.56,3234.69,One year,Credit card,DSL,1,7.8,14.9,18,0
CUST_002120,32,3,24.53,24.53,One year,Credit card,No,4,12.0,11.43,7,1
CUST_002121,63,24,37.12,825.0,Two year,Electronic check,DSL,2,1.8,5.68,14,0
CUST_002122,44,11,66.83,765.18,Month-to-month,Credit card,DSL,1,0.6,6.27,20,0
CUST_002123,34,72,48.62,3507.38,Month-to-month,Bank transfer,DSL,1,3.6,13.58,15,1
CUST_002124,31,9,69.87,667.99,One year,Electronic check,Fiber optic,1,9.9,23.43,12,0
CUST_002125,35,72,51.18,3718.19,One year,Credit card,Fiber optic,1,9.3,24.57,13,0
CUST_002126,41,55,38.55,2099.0,Month-to-month,Credit card,No,1,24.8,114.77,14,0
CUST_002127,20,7,35.57,245.5,One year,Bank transfer,DSL,1,8.0,12.04,22,0
CUST_002128,48,39,104.06,4032.72,Month-to-month,Credit card,No,2,4.2,10.9,21,1
CUST_002129,43,72,87.22,6269.66,One year,Electronic check,DSL,2,12.8,18.3,19,0
CUST_002130,43,6,108.26,601.21,Two year,Mailed check,DSL,2,1.3,8.04,12,0
CUST_002131,40,13,78.5,1040.01,Month-to-month,Electronic check,Fiber optic,2,13.4,92.69,14,1
CUST_002132,35,17,54.25,976.01,One year,Bank transfer,DSL,3,3.6,120.63,16,0
CUST_002133,43,8,98.08,743.84,One year,Mailed check,DSL,1,1.3,44.36,14,1
CUST_002134,42,1,64.17,128.24,Month-to-month,Electronic check,DSL,0,1.4,50.95,19,1
CUST_002135,30,5,70.52,358.28,Month-to-month,Bank transfer,DSL,0,32.9,17.09,13,1
CUST_002136,28,7,63.93,459.56,Month-to-month,Electronic check,No,1,7.8,39.36,17,1
CUST_002137,36,14,15.0,125.03,One year,Electronic check,DSL,4,1.5,69.99,11,1
CUST_002138,53,4,105.12,330.11,Month-to-month,Mailed check,No,2,2.5,14.56,12,1
CUST_002139,20,49,77.28,3793.69,Month-to-month,Mailed check,No,1,3.7,84.17,13,0
CUST_002140,18,29,73.25,2163.61,Month-to-month,Electronic check,DSL,0,0.5,19.61,12,1
CUST_002141,36,2,63.46,93.34,Month-to-month,Electronic check,Fiber optic,2,0.9,18.21,11,1
CUST_002142,35,25,69.09,1810.65,One year,Electronic check,Fiber optic,5,11.5,8.35,12,0
CUST_002143,37,25,50.07,1288.45,One year,Electronic check,Fiber optic,1,12.4,25.05,14,0
CUST_002144,37,72,80.41,5744.43,Month-to-month,Mailed check,No,5,35.5,61.56,15,0
CUST_002145,32,1,32.32,33.86,One year,Credit card,Fiber optic,1,0.6,2.1,13,1
CUST_002146,52,6,69.65,541.76,One year,Electronic check,DSL,1,17.6,28.31,12,0
CUST_002147,18,63,79.04,4917.35,Month-to-month,Bank transfer,Fiber optic,3,3.1,41.51,19,0
CUST_002148,25,64,60.03,3868.54,Month-to-month,Electronic check,No,6,3.2,22.63,15,0
CUST_002149,33,30,74.27,2212.01,Two year,Mailed check,Fiber optic,1,1.1,2.81,12,0
CUST_002150,18,34,40.22,1402.71,One year,Electronic check,No,5,34.3,5.16,13,0
CUST_002151,32,2,40.85,145.07,One year,Credit card,Fiber optic,1,31.7,18.54,15,0
CUST_002152,54,17,70.92,1186.29,Month-to-month,Mailed check,DSL,2,16.0,3.77,19,0
CUST_002153,35,6,81.96,547.73,Two year,Bank transfer,No,4,0.8,294.48,15,1
CUST_002154,37,4,18.13,183.57,One year,Bank transfer,No,2,14.7,73.53,15,1
CUST_002155,19,39,78.05,3047.28,Two year,Electronic check,DSL,1,8.1,7.12,14,0
CUST_002156,27,3,51.42,193.5,Two year,Credit card,DSL,3,1.1,48.1,12,1
CUST_002157,30,15,60.18,873.18,Two year,Electronic check,Fiber optic,1,2.4,39.25,14,0
CUST_002158,31,66,31.51,2080.76,Two year,Electronic check,Fiber optic,1,9.3,13.98,12,0
CUST_002159,50,4,43.71,166.0,Month-to-month,Electronic check,DSL,1,13.0,53.67,18,1
CUST_002160,41,72,89.15,6458.87,Two year,Electronic check,DSL,0,15.1,2.49,19,0
CUST_002161,21,72,65.82,4799.39,Month-to-month,Electronic check,Fiber optic,0,6.3,14.27,16,1
CUST_002162,37,19,55.43,1047.7,Two year,Bank transfer,DSL,1,6.1,11.91,9,0
CUST_002163,40,4,62.09,325.03,Month-to-month,Electronic check,DSL,2,9.2,121.2,18,1
CUST_002164,48,9,77.23,771.58,One year,Bank transfer,Fiber optic,1,12.0,7.69,17,0
CUST_002165,53,13,76.01,1030.5,Month-to-month,Electronic check,No,2,1.5,39.86,12,1
CUST_002166,22,8,63.12,479.19,One year,Credit card,Fiber optic,1,10.8,10.1,13,0
CUST_002167,25,7,92.32,615.68,Month-to-month,Electronic check,Fiber optic,1,3.3,58.13,17,1
CUST_002168,19,72,89.26,6386.21,Month-to-month,Bank transfer,Fiber optic,0,3.9,13.04,13,0
CUST_002169,32,3,75.33,273.46,Two year,Bank transfer,Fiber optic,2,0.6,5.96,14,0
CUST_002170,40,31,66.37,1996.74,One year,Electronic check,DSL,1,7.1,19.49,14,0
CUST_002171,46,1,81.43,115.27,Month-to-month,Electronic check,DSL,1,0.8,46.7,13,1
CUST_002172,34,21,72.86,1475.93,Month-to-month,Electronic check,DSL,5,19.5,33.88,17,0
CUST_002173,31,59,91.52,5440.86,Month-to-month,Electronic check,No,0,7.8,4.51,15,1
CUST_002174,36,8,87.49,700.77,One year,Electronic check,Fiber optic,3,37.1,4.06,12,0
CUST_002175,24,4,39.54,224.86,Two year,Bank transfer,Fiber optic,1,2.3,10.55,13,0
CUST_002176,60,25,37.85,1003.35,One year,Mailed check,No,1,9.1,7.5,19,0
CUST_002177,18,29,47.47,1448.35,Month-to-month,Bank transfer,No,1,26.7,8.15,16,0
CUST_002178,37,27,89.4,2486.93,Month-to-month,Electronic check,No,4,2.8,12.66,10,1
CUST_002179,59,9,25.59,237.51,Two year,Credit card,DSL,2,0.8,36.3,17,0
CUST_002180,35,6,74.87,391.27,Month-to-month,Electronic check,Fiber optic,2,8.0,15.24,18,1
CUST_002181,32,72,74.06,5279.95,One year,Mailed check,Fiber optic,2,3.6,6.14,16,0
CUST_002182,30,61,94.07,5633.7,Month-to-month,Electronic check,Fiber optic,4,2.6,8.03,15,1
CUST_002183,32,14,69.51,918.94,One year,Electronic check,DSL,4,40.4,31.31,12,0
CUST_002184,51,44,31.42,1385.91,Two year,Bank transfer,Fiber optic,2,11.2,17.97,15,0
CUST_002185,18,14,41.02,546.24,Month-to-month,Bank transfer,Fiber optic,4,5.3,9.86,15,1
CUST_002186,53,13,35.45,451.84,One year,Bank transfer,Fiber optic,1,0.4,37.77,12,0
CUST_002187,18,4,51.55,230.84,One year,Bank transfer,Fiber optic,1,1.7,45.02,16,0
CUST_002188,31,13,60.43,770.35,Month-to-month,Credit card,DSL,1,2.8,43.19,15,1
CUST_002189,29,18,35.86,589.46,Month-to-month,Bank transfer,DSL,2,5.3,18.16,18,1
CUST_002190,42,1,101.77,101.77,One year,Mailed check,Fiber optic,5,5.5,8.17,18,1
CUST_002191,18,14,31.87,401.23,Month-to-month,Electronic check,Fiber optic,2,0.2,16.03,16,1
CUST_002192,40,36,98.65,3537.95,Two year,Electronic check,Fiber optic,1,23.0,9.88,15,0
CUST_002193,59,27,94.63,2622.12,Month-to-month,Bank transfer,Fiber optic,3,6.3,1.44,14,0
CUST_002194,18,24,87.46,2085.46,Month-to-month,Electronic check,No,3,0.2,15.86,12,1
CUST_002195,37,57,47.66,2804.93,Month-to-month,Bank transfer,DSL,3,9.7,2.34,20,1
CUST_002196,27,1,73.56,145.14,Month-to-month,Electronic check,Fiber optic,0,0.6,9.72,11,0
CUST_002197,40,19,33.07,599.28,Month-to-month,Credit card,Fiber optic,2,10.2,11.21,14,1
CUST_002198,35,37,87.77,3192.03,Month-to-month,Credit card,No,0,9.7,94.13,9,0
CUST_002199,27,18,63.15,1134.08,One year,Electronic check,DSL,5,33.6,6.14,25,1
CUST_002200,40,9,54.77,550.57,Two year,Credit card,DSL,2,3.3,25.36,15,0
CUST_002201,56,3,34.41,78.71,One year,Credit card,DSL,3,1.2,14.65,13,0
CUST_002202,32,52,15.0,825.4,Month-to-month,Credit card,No,6,0.8,31.84,18,0
CUST_002203,43,15,39.04,645.97,Two year,Electronic check,Fiber optic,1,0.6,10.35,12,0
CUST_002204,19,50,92.82,4602.3,Month-to-month,Credit card,Fiber optic,3,13.3,4.14,19,1
CUST_002205,23,21,54.93,1119.71,Month-to-month,Electronic check,DSL,5,10.1,22.36,14,1
CUST_002206,40,26,60.77,1615.57,Month-to-month,Bank transfer,DSL,1,29.8,20.44,20,0
CUST_002207,52,39,81.39,3181.76,Month-to-month,Bank transfer,Fiber optic,3,3.0,24.23,23,0
CUST_002208,39,25,110.14,2719.24,Two year,Bank transfer,Fiber optic,2,13.0,14.88,19,0
CUST_002209,31,12,98.13,1159.89,Month-to-month,Electronic check,Fiber optic,2,0.8,14.07,16,1
CUST_002210,34,17,40.69,688.23,One year,Credit card,DSL,3,18.7,44.9,14,0
CUST_002211,19,38,16.44,546.32,Month-to-month,Mailed check,DSL,1,0.4,40.96,16,0
CUST_002212,42,11,123.99,1402.18,One year,Electronic check,Fiber optic,2,12.4,8.99,18,0
CUST_002213,45,11,121.72,1315.04,One year,Bank transfer,DSL,3,2.9,17.32,13,0
CUST_002214,29,2,69.71,69.71,Month-to-month,Credit card,No,1,1.6,6.04,15,1
CUST_002215,29,59,33.24,1959.84,One year,Credit card,DSL,0,9.8,35.44,14,0
CUST_002216,38,2,89.08,141.08,One year,Bank transfer,DSL,2,18.1,31.88,17,1
CUST_002217,29,25,62.3,1641.95,One year,Electronic check,Fiber optic,1,11.6,82.74,9,0
CUST_002218,34,12,62.18,716.83,One year,Electronic check,No,3,3.0,41.96,10,0
CUST_002219,60,12,87.36,993.46,One year,Electronic check,DSL,4,3.5,24.01,11,0
CUST_002220,32,27,73.36,2006.1,Month-to-month,Electronic check,Fiber optic,1,1.7,264.91,16,1
CUST_002221,30,1,35.35,35.35,One year,Mailed check,Fiber optic,5,13.9,28.43,13,1
CUST_002222,27,21,56.88,1155.54,Month-to-month,Electronic check,DSL,3,0.9,35.01,20,0
CUST_002223,43,35,81.53,2878.98,Month-to-month,Electronic check,DSL,0,18.7,3.29,19,0
CUST_002224,32,42,77.76,3213.74,Two year,Credit card,No,2,7.4,45.25,15,0
CUST_002225,27,4,71.55,213.34,Month-to-month,Bank transfer,DSL,0,7.1,225.12,16,1
CUST_002226,50,54,88.34,4856.42,Month-to-month,Credit card,Fiber optic,2,14.6,26.75,15,0
CUST_002227,52,25,55.96,1427.9,Month-to-month,Mailed check,No,0,8.8,43.99,12,0
CUST_002228,27,51,69.47,3529.59,Month-to-month,Mailed check,DSL,1,2.9,60.9,15,0
CUST_002229,18,15,15.0,224.83,Month-to-month,Electronic check,DSL,0,3.4,121.77,14,0
CUST_002230,47,18,53.76,992.95,Two year,Mailed check,DSL,1,1.5,36.94,13,0
CUST_002231,26,60,84.1,5094.52,Month-to-month,Bank transfer,DSL,5,5.0,4.13,14,0
CUST_002232,44,55,55.24,3000.41,One year,Mailed check,DSL,2,0.9,25.25,17,0
CUST_002233,18,14,53.34,765.13,Month-to-month,Credit card,Fiber optic,3,8.5,43.68,13,0
CUST_002234,45,7,38.96,247.41,One year,Credit card,Fiber optic,0,1.5,40.35,19,0
CUST_002235,20,11,90.08,981.48,Two year,Mailed check,Fiber optic,1,16.0,17.25,9,0
CUST_002236,43,11,78.71,873.86,Month-to-month,Electronic check,No,3,9.6,13.91,8,0
CUST_002237,35,8,85.64,684.75,Two year,Credit card,DSL,4,17.8,13.99,19,0
CUST_002238,23,7,21.84,189.69,Two year,Bank transfer,DSL,3,0.7,17.3,9,0
CUST_002239,30,47,60.99,2890.83,One year,Bank transfer,DSL,4,12.8,22.9,12,0
CUST_002240,43,1,58.0,58.0,Month-to-month,Bank transfer,DSL,0,17.0,34.54,11,1
CUST_002241,36,27,57.99,1497.72,One year,Electronic check,DSL,4,0.4,29.25,11,0
CUST_002242,42,4,49.6,179.91,Two year,Electronic check,Fiber optic,1,55.9,13.04,10,1
CUST_002243,58,10,56.35,654.91,Month-to-month,Electronic check,Fiber optic,3,2.9,6.12,15,0
CUST_002244,18,1,86.24,86.24,Month-to-month,Electronic check,No,1,1.9,29.32,13,1
CUST_002245,54,7,17.18,109.84,Month-to-month,Mailed check,DSL,2,4.3,15.04,9,0
CUST_002246,36,35,109.43,3803.32,Month-to-month,Electronic check,Fiber optic,2,0.1,100.22,11,0
CUST_002247,24,51,77.1,3904.2,Two year,Credit card,Fiber optic,3,17.4,50.01,11,0
CUST_002248,19,6,63.94,392.56,Month-to-month,Bank transfer,DSL,4,2.5,28.24,16,1
CUST_002249,32,14,87.67,1297.43,Month-to-month,Mailed check,DSL,0,5.9,9.44,17,1
CUST_002250,46,15,28.7,453.36,One year,Electronic check,No,4,7.8,5.2,15,1
CUST_002251,33,49,48.38,2330.56,Month-to-month,Bank transfer,Fiber optic,3,12.5,20.13,16,1
CUST_002252,53,34,61.97,2244.75,Month-to-month,Electronic check,No,5,2.3,23.25,14,1
CUST_002253,18,17,99.14,1689.29,One year,Bank transfer,Fiber optic,5,10.1,3.54,13,1
CUST_002254,34,26,63.84,1630.92,Month-to-month,Credit card,DSL,2,1.0,32.25,17,0
CUST_002255,19,45,76.25,3501.92,Month-to-month,Bank transfer,DSL,1,9.7,21.1,20,1
CUST_002256,39,1,50.26,50.26,Month-to-month,Electronic check,No,0,20.1,1.39,11,1
CUST_002257,45,12,77.17,1009.2,One year,Credit card,DSL,1,0.7,8.53,10,0
CUST_002258,29,57,106.93,6051.53,Two year,Electronic check,DSL,4,1.0,9.12,17,0
CUST_002259,18,32,89.89,2947.92,Two year,Electronic check,Fiber optic,3,6.5,5.93,13,0
CUST_002260,37,18,62.96,1143.4,Month-to-month,Mailed check,DSL,3,0.4,29.59,14,0
CUST_002261,40,18,81.89,1538.52,One year,Credit card,DSL,1,1.7,120.09,13,0
CUST_002262,39,10,79.44,889.47,Two year,Electronic check,Fiber optic,5,1.7,31.93,17,1
CUST_002263,49,17,77.66,1263.67,Month-to-month,Credit card,DSL,3,5.3,37.8,16,0
CUST_002264,22,25,92.8,2383.76,Two year,Electronic check,Fiber optic,3,2.3,9.25,17,1
CUST_002265,43,13,92.61,1133.51,Two year,Electronic check,DSL,2,5.2,33.44,17,0
CUST_002266,49,30,61.82,1802.27,Month-to-month,Bank transfer,Fiber optic,2,5.9,16.72,14,0
CUST_002267,18,47,81.05,3769.04,Month-to-month,Electronic check,DSL,0,10.5,20.1,15,1
CUST_002268,38,4,55.42,246.87,Month-to-month,Electronic check,DSL,1,23.3,10.98,15,1
CUST_002269,28,14,41.92,588.58,Month-to-month,Electronic check,Fiber optic,3,5.6,4.14,12,1
CUST_002270,34,12,58.26,690.8,Two year,Electronic check,DSL,0,3.5,50.38,11,0
CUST_002271,39,27,63.09,1710.82,Two year,Electronic check,DSL,2,2.4,23.6,8,1
CUST_002272,29,6,23.46,170.33,Month-to-month,Bank transfer,Fiber optic,1,8.1,15.97,19,0
CUST_002273,26,24,86.51,2109.61,One year,Bank transfer,DSL,0,22.9,124.65,10,1
CUST_002274,35,50,15.0,804.71,One year,Credit card,DSL,0,11.6,7.42,17,0
CUST_002275,21,12,132.87,1685.45,Month-to-month,Bank transfer,Fiber optic,2,1.8,38.1,13,1
CUST_002276,21,58,102.55,5946.66,One year,Bank transfer,Fiber optic,2,17.9,156.5,17,0
CUST_002277,43,72,58.47,4184.13,Two year,Bank transfer,Fiber optic,0,10.6,30.53,15,0
CUST_002278,21,2,65.24,161.15,Month-to-month,Credit card,Fiber optic,3,1.1,6.3,10,0
CUST_002279,42,6,72.57,378.23,Month-to-month,Electronic check,Fiber optic,1,10.0,53.43,17,0
CUST_002280,40,72,50.27,3585.58,Month-to-month,Electronic check,Fiber optic,1,2.7,11.64,15,1
CUST_002281,18,72,69.82,5076.68,Month-to-month,Bank transfer,DSL,3,5.4,10.87,12,0
CUST_002282,26,2,61.4,116.59,Month-to-month,Electronic check,DSL,1,2.9,8.15,13,0
CUST_002283,49,1,62.64,62.64,Month-to-month,Credit card,Fiber optic,4,0.7,102.35,14,1
CUST_002284,23,4,69.54,203.66,One year,Bank transfer,Fiber optic,3,11.7,13.4,11,0
CUST_002285,29,72,32.16,2318.09,One year,Electronic check,Fiber optic,2,14.1,8.0,13,0
CUST_002286,40,4,65.99,321.05,Month-to-month,Credit card,DSL,1,2.1,69.88,19,1
CUST_002287,44,16,69.09,1161.81,Month-to-month,Electronic check,DSL,2,2.2,4.11,13,0
CUST_002288,31,45,68.22,3075.5,Two year,Credit card,No,4,4.5,21.42,12,0
CUST_002289,27,1,59.6,160.05,Two year,Credit card,Fiber optic,1,13.3,10.17,22,1
CUST_002290,52,22,93.45,2050.58,Month-to-month,Bank transfer,Fiber optic,0,0.6,36.83,12,0
CUST_002291,55,7,56.16,386.18,Month-to-month,Electronic check,DSL,3,13.2,13.15,9,1
CUST_002292,46,47,70.68,3193.74,Two year,Electronic check,DSL,1,20.5,4.9,14,0
CUST_002293,36,7,97.43,659.66,Month-to-month,Bank transfer,DSL,1,6.6,23.19,14,1
CUST_002294,25,27,63.02,1744.02,Month-to-month,Credit card,Fiber optic,3,0.5,12.69,19,0
CUST_002295,25,26,70.36,1907.6,Month-to-month,Electronic check,No,0,2.5,46.62,11,1
CUST_002296,41,6,62.59,334.03,Month-to-month,Electronic check,No,2,0.9,21.48,15,1
CUST_002297,40,1,95.93,119.05,Month-to-month,Electronic check,Fiber optic,2,2.4,170.96,11,1
CUST_002298,51,12,58.56,755.03,Month-to-month,Bank transfer,No,0,13.4,11.51,18,0
CUST_002299,42,8,97.08,777.23,One year,Credit card,Fiber optic,3,0.5,64.89,13,0
CUST_002300,18,39,62.41,2319.84,Two year,Electronic check,DSL,1,2.7,14.15,11,0
CUST_002301,47,38,43.51,1665.88,Two year,Electronic check,DSL,0,5.8,17.8,22,0
CUST_002302,23,14,81.98,1185.85,Month-to-month,Bank transfer,Fiber optic,0,16.6,42.79,20,1
CUST_002303,30,22,57.38,1215.06,Month-to-month,Credit card,DSL,2,2.3,7.83,15,0
CUST_002304,38,22,80.51,1758.57,One year,Credit card,Fiber optic,2,12.1,65.93,18,0
CUST_002305,58,42,15.0,572.23,One year,Credit card,Fiber optic,5,7.0,40.15,15,0
CUST_002306,72,13,65.13,718.18,Month-to-month,Electronic check,DSL,1,9.0,44.31,14,0
CUST_002307,42,7,53.51,425.92,Month-to-month,Mailed check,DSL,2,15.8,51.2,16,1
CUST_002308,32,7,38.42,268.74,Month-to-month,Credit card,DSL,3,0.2,35.83,14,0
CUST_002309,41,18,51.17,1000.93,Month-to-month,Credit card,Fiber optic,1,6.0,39.66,19,0
CUST_002310,45,14,50.66,752.07,Month-to-month,Bank transfer,DSL,2,11.0,74.92,16,1
CUST_002311,31,13,63.8,811.69,Two year,Bank transfer,Fiber optic,4,17.3,20.2,12,0
CUST_002312,56,2,30.82,57.47,Month-to-month,Credit card,DSL,5,1.1,16.8,15,1
CUST_002313,37,30,72.91,2215.51,Two year,Mailed check,Fiber optic,1,3.3,32.59,17,0
CUST_002314,40,5,99.16,544.12,Two year,Electronic check,DSL,2,0.7,22.2,14,0
CUST_002315,42,5,72.02,376.25,Month-to-month,Bank transfer,No,3,14.4,51.19,12,0
CUST_002316,40,12,85.22,1077.98,One year,Credit card,Fiber optic,1,15.6,129.7,21,0
CUST_002317,45,6,92.36,539.35,One year,Bank transfer,Fiber optic,1,5.3,7.8,13,0
CUST_002318,27,21,95.91,1964.3,Month-to-month,Credit card,Fiber optic,2,0.2,22.16,17,0
CUST_002319,28,11,111.75,1226.05,Month-to-month,Mailed check,Fiber optic,0,0.9,6.94,17,1
CUST_002320,21,14,52.52,745.54,One year,Electronic check,DSL,2,7.8,16.27,14,0
CUST_002321,40,18,47.04,786.61,One year,Electronic check,Fiber optic,0,32.4,17.31,17,0
CUST_002322,44,5,84.59,356.1,One year,Credit card,Fiber optic,3,14.6,13.6,11,0
CUST_002323,40,4,82.71,353.2,Month-to-month,Mailed check,Fiber optic,2,12.8,49.63,12,1
CUST_002324,55,50,84.39,4199.28,Month-to-month,Electronic check,DSL,2,4.3,28.75,13,0
